user,username,timestamp,post,permalink,reposts,likes,impressions,quotes,replies,bookmarks,value,report_file,date,time,relevance,anti RSF,pro RSF,anti SAF,pro SAF,"Pro peace,",anti peace,Pro War,anti war,pro civilian,anti civilians,not specified,no polarisation,Geopolticis,Sudanese,Not Sudanese,Sudanese N/A,Likely bot,Likely not a bot,Cannot be identified.,News,Not about Sudan,Annotation Confidence,code
Sudan Leaks,@Sudan_Leaks,2023-06-27 16:36:15,"أزمات إنسانية ووضع يعد الأسوأ بالعالم حالياً، مع استمرار الاقتتال في #السودان بين قوات الدعم السريع بقيادة حميدتي وقوات الجيش السوداني بقيادة البرهان، خلفت وراءها المزيد من القتلى والجرحى وبيوتاً بلا طعام أو مياه صالحة للشرب.

https://t.co/8cpQJFPLoe via @Sudan_Leaks https://t.co/qIcO7TRpbS",https://www.twitter.com/user/status/1673731981685800960,0,1,238,0,0,0,16.42,Report 2-2,2023-06-27,16:36:15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,9.0,1673731981685800960
Asadoya,@Queen_Asadoya,2023-08-28 19:04:41,قال ليك بكرة البرهان متغدي مع السيسي في القاهرة,https://www.twitter.com/user/status/1696237382868050078,0,1,1332,1,2,0,81.31,Report 3-2,2023-08-28,19:04:41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1696237382868050078
Arab-Military,@ashrafnsier,2023-04-15 15:12:00,قوات الدعم السريع تتحدث عن السيطرة على قاعدة جبل أولياء الجوية ومواقع استراتيجية في الخرطوم https://t.co/h2kxadzzdz,https://www.twitter.com/user/status/1647256463650308096,5,23,3335,0,0,0,450.15,Report 1-1,2023-04-15,15:12:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.0,1647256463650308096
عبد الحفيظ الكناني,@v2EQ6NcmkBPhpq3,2023-04-15 17:30:53,"@MShareefi قول الدعم السريع عديل خايف من شنو ؟😹
الكوز كائن جبان 😅",https://www.twitter.com/user/status/1647291415192539136,0,0,106,0,2,0,3.75,Report 1-1,2023-04-15,17:30:53,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1647291415192539136
amar bouamer,@AmarBouamer,2023-04-15 16:14:26,مقصودة لان من يدعم البرهان هي السعودية الأمر بسيط https://t.co/71UZwmQriR,https://www.twitter.com/user/status/1647272178214137858,0,0,155,0,0,0,0.0,Report 1-1,2023-04-15,16:14:26,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1647272178214137858
Awad | عوض علي,@Awad16022_186,2023-12-28 19:02:49,"@AymanazzamAja قبل الدلالات يا أيمن وبما إنك صحفي 
متين زيارات حميدتي أو مافي حكمه بيتم تغطيتها بصور فقط ؟
قلنا آمين إنو حي يرزق
هل في سبب يمنعه من الكلام!
هو أول يومين في الحرب كان بكلم القنوات مباشرة
وهو معروف عنه بحب الشو",https://www.twitter.com/user/status/1740448232466248030,0,4,1259,0,0,1,2.06,Report 5-2,2023-12-28,19:02:49,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1740448232466248030
𝐌𝐀𝐇𝐌𝐎𝐔𝐃 𝐌𝐎𝐇𝐀𝐌𝐌𝐄𝐃 (𝐓𝐄𝐍𝐆𝐀),@Mahmoud79934066,2023-08-29 07:21:06,"استشهاد 40 شخص بينهم أطفال وتدمير منازل بنيالا بسبب القصف المدفعي للجيش.
#لعنة_الله_على_الكيزان 
#لازم_تقيف #لا_للحرب 
#انعل_ميتينكم 
#قدو_مننا 
#الكيزان_سبب_الحرب 
#المؤتمر_الوطني_جماعة_إرهابية 
#الجيش_يقتل_المدنيين https://t.co/cE6CGwXhhH",https://www.twitter.com/user/status/1696422710673334319,2,15,425,0,2,0,5.2,Report 3-2,2023-08-29,07:21:06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696422710673334319
Abo Mathaj,@AboMathaj,2023-04-15 18:44:18,"@Almohaimed #الامارات فقاسة ميليشيات، لا تدعم جيشاً برأس واحد بل فصائل متعددة قد تكون متضادة ، دعمت #البرهان القريب من #مصر و #حميدتي القريب من #اثيوبيا وفي #اليمن تدعم فصيلا وحدويا و آخر انفصاليا وفي #ليبيا كذلك
 تفخخ البلدان بأمراء الحرب لتنفجر يوما ما خدمة للصهاينه https://t.co/V4k6GNFbtD",https://www.twitter.com/user/status/1647309893278355457,0,0,2,0,0,0,0.18,Report 1,2023-04-15,18:44:18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1647309893278355457
الصياد,@alsyad386532471,2023-10-31 11:35:07,zezoshigla اعلام القوات المسلحة قد يكون مشغول بما هو اهم و يمكن ما عاوزين يمنحو الجنجويد سبب للانسحاب من المفاوضات. ياخ اعتبرهم سقطو برضو الجيش حا يستردهم قريبا.🫡,https://www.twitter.com/user/status/1719317071039963530,0,0,26,0,0,0,0.08,Report 4,2023-10-31,11:35:07,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1719317071039963530
انهض رجوتك يا عمر,@AbrahymLamyn,2023-04-15 17:21:07,https://t.co/7xgWoOCqiV مقطع متداول يظهر احتجاز قوات الدعم السريع لضباط مصريين بمدينة مروي شمال السودان/status/1647245874316312577/video/1,https://www.twitter.com/user/status/1647288959808962561,0,0,188,0,0,0,0.19,Report 1-1,2023-04-15,17:21:07,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1647288959808962561
Fathi,@Fat7imohd,2023-10-31 12:05:07,"حتى بعد اندلاع الحرب في ١٥ أبريل وعندما انحاز مالك عقار لصفهم أصبحت أي جريمة يرتكبها الجيش وبقية الأجهزة التابعة له والمتحركة بأمره في أي منطقة بمدن أمدرمان وبحري يقولون ""ده جيش عقار"" ومستحيل الجيش يعمل كده وكأننا لم نكن شهوداً على جرائم الجيش التي ارتكبها من قبل في حق أهلنا...",https://www.twitter.com/user/status/1719324618953986159,0,0,8,0,1,0,0.16,Report 4,2023-10-31,12:05:07,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1719324618953986159
☣️ ᴀʟɴᴍᴇɪʀ ʏʜ ♋,@199naar,2023-12-28 18:20:10,"mhamed_aljailey @remo_moh7 الجيش مصندد والدليل القيادة والمهندسين والمدرعات
حرب المدن اصلا م في صالح الجيش
غير القيادة الحالية بطالة
لو الجيش قال بسم الله و هاجم والله اسبوعبن الحرب دي م بتتم",https://www.twitter.com/user/status/1740437500395671631,0,2,18,0,3,0,0.68,Report 5-2,2023-12-28,18:20:10,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1740437500395671631
جيري 🐧,@Jerry14216384,2023-12-30 10:21:23,"hi899v @AlmiqdadAka هوي ومنو الفهمك انو انا ما مع المقاومة ؟!
انا مستنفر وعندنا سلاحنا في البيت 
انا ما ضد المقاومة ب العكس شايفه هي الحل 
لكن بقول البرهان عندو هدف تاني منها وهو بدفع الناس عشان تشيل سلاحها وتحارب",https://www.twitter.com/user/status/1741041786737545694,0,0,16,0,1,0,0.06,Report 5,2023-12-30,10:21:23,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1741041786737545694
Sara elbadawi,@saramubael,2023-06-30 11:46:55,MeDoOviTa @abuleem1 صحيح لكن حسب كلام حسن إنه حميدتي جاء لبروفات كيزان واعتقد منهم كرتي والدردي في تصريح لشخص آخر ورفضوا التعامل معه وقالوا ليه أنت مطيه https://t.co/iLrBrF0nHK,https://www.twitter.com/user/status/1674746333184372736,0,1,52,0,1,0,32.92,Report 2-3,2023-06-30,11:46:55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1674746333184372736
Albahei,@bahaa708,2023-06-30 14:51:27,@alicheaheamer الهم الكبير لم يكن البرهان وإنما وجدي ومن عاونه قال بالحرف هيكلة القوات المسلحة وغيره كتير كانوا يقولون في بعض المنافسات الجيش جيش كيزان وفي بعض منها لا يوجد جيش والجيش والجيش بلاش هرجلة كتيرة ما لم يندحر الجنجويد ماف تفاهم واي هتافات جانبية تعتبر تعطيل للجيش,https://www.twitter.com/user/status/1674792769406242827,0,0,45,0,1,0,0.2,Report 2-3,2023-06-30,14:51:27,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1674792769406242827
mohamed A,@mohamedAbuala10,2023-06-30 23:20:16,Aleisir دي حقيقه استاذ خالد بدينا حملة لدعم الجيش السوداني بس ما عارفين رقم حساب للإبداع,https://www.twitter.com/user/status/1674920817279352835,0,1,570,0,1,0,0.0,Report 2-3,2023-06-30,23:20:16,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674920817279352835
abu mohamed Kambal,@maznkmbal2,2023-06-30 06:49:46,"dK4YXgAPXX4vMe3 الطيران الحربي قصفهم باحدث انواع الصواريخ الموجهة في عدة مواقع أصابات محكمة التنفيذ وخساير فادحة تكبدتها المليشيات بين الاحياء السكنية
يجب أن يتحمل مسؤولية الحاصل الجنجويدي
#الدعم_السريع_مليشيا_ارهابية",https://www.twitter.com/user/status/1674671551386382337,0,0,2,0,0,0,0.08,Report 2-3,2023-06-30,06:49:46,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1674671551386382337
العالمي 🇸🇩,@Global0_0,2023-04-15 19:02:54,@Alsaher58581177 @QRrMto مليشيا وتم تقنينها لاغراض معينه من قبل الرئيس المخلوع وانتهى دورها وتمادت بأطماع قائدها للرئاسة وقد حان الوقت لدحرها بأمر من الشعب للجيش لعدم انزلاق البلاد في الحروب الأهلية بسبب مليشيات مرتزقه وهي قوة متمردة خارجه عن القانون بإعلان رسمي من الجيش.,https://www.twitter.com/user/status/1647314571936374786,0,1,5,0,0,0,4.3,Report 1,2023-04-15,19:02:54,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1647314571936374786
ayman,@aymanbador,2023-06-27 22:51:52,"@M_Badoory @wasilalitaha والله يا بدر الكلام دا ابدا ما امان.. اسي الجيش ""المتدرب"" بالسنين ما نافعين في سجم خشمهم.. بدل يعمل تعبئة للشرطة الاصلا مدربة بدل هم كلهم قاعدين في مصر يمشي ينادي المواطن!!!",https://www.twitter.com/user/status/1673826508165586945,0,0,51,0,1,0,0.39,Report 2-1,2023-06-27,22:51:52,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1673826508165586945
ابو العز,@abwaythar584656,2023-08-30 09:31:05,"@AlHadath لاحظو معي كلمات المذيع 
عشان تعرفو الازدواجية في المعايير في الاعلام 
المذيع يرفض ان يقول انقلاب ويتغزل في تعاطف الشعب مع الجيش 
عشان نعرف انو لا اعلام حر كل قناة تعتبر وجه سياسية لدولة معينة تخدم مصالح تلك الدول في المنطقة",https://www.twitter.com/user/status/1696817807084630270,0,1,99,0,0,0,0.03,Report 3-1,2023-08-30,09:31:05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1696817807084630270
𝐊𝐡𝐚𝐥𝐢𝐟𝐚🇦🇪🌴,@AD_GQ,2023-04-15 23:41:45,"@i___guns المنظر صعب و لا يرضيني ابدا.

الله يرجعهم لأهلهم و وطنهم سالمين.

استنكر و ارفض هذا التصرف الهمجي مع افراد الجيش المصري.",https://www.twitter.com/user/status/1647384747335663616,2,69,166843,0,4,1,7.73,Report 1-3,2023-04-15,23:41:45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1647384747335663616
ابتهال بانقا,@Ibtihal61492730,2023-08-29 09:17:52,🤝 قوات الدعم السريع تبذل جهودًا مميزة لتقديم العون للشعب السوداني من خلال تطوير البنية التحتية ودعم قطاعات التعليم والصحة. هم محرك التقدم والتنمية في البلاد. #الدعم_السريع https://t.co/gMG6RRGS0B,https://www.twitter.com/user/status/1696452096206196903,0,2,82,0,0,0,6.02,Report 3-2,2023-08-29,09:17:52,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7.0,1696452096206196903
ذوالكــفـل ®,@HkZuk,2023-08-31 12:33:35,🔵 البرهان: لم ينقطع عمل جهاز المخابرات ولا منسوبيه منذ قبل إندلاع التمرد حيث لم تتوقف جهودهم ولم تنقطع المعلومات لحظة واحدة وكانت سببا في نجاح الضربات الموجعة للتمرد.,https://www.twitter.com/user/status/1697226124944679259,0,1,1199,0,2,0,60.23,Report 3-3,2023-08-31,12:33:35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.0,1697226124944679259
محمد عثمان 🇸🇩💙,@Zmbary070,2023-08-29 07:50:35,"@MShareefi قصدك إنو الجيش م حيقبل بدمج القوات في قوة واحده ؟
وإذا أنت تريد أن يُحاكم قادات الدعم السريع وتجريدهم من رتبهم فأنت تريد إستمرار الحرب وكل م إزدادت الحرب كلما أصبحت الدولة في حالة إنهيار من حيث كل شي .
في هذه الحرب الخاسر الوحيد هو المواطن",https://www.twitter.com/user/status/1696430130011275455,0,3,370,0,1,0,0.28,Report 3-2,2023-08-29,07:50:35,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1696430130011275455
brøntø 💤,@Ibrahimxsalih,2023-12-29 20:58:00,"@fatimaxmoh @Elshaarani_ اديك وجھت نظري انا ي واعيھ 
انا ما بدعم الجيش ولا الدعم السريع للاتي 
-اولاً ف حساب بعدين يعني انا لو دعمت واحد منھم كميھ الناس الماتت دي ح اشيل دمھم ف رقبتي وانا ما قدر الكلام دا واللھ
- كونوا انك ما تدعم واحد ما شينھ ف نظري لانو انت بتدعم ف زول بقتل اھلك بأعتبار كل السودان اھلي",https://www.twitter.com/user/status/1740839608974274844,0,0,23,0,1,0,0.01,Report 5,2023-12-29,20:58:00,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1740839608974274844
Hadi S. Machmouchi,@hadimashmoushi,2023-04-15 20:57:13,"ما يحصل في السودان نتيجة حتمية عن تواجد جيشين في دولة واحدة، خاصة أن قوات الدعم السريع هي في الأساس ميليشيا دعمت البشير في حربه في دارفور، ميليشيا تشبه إلى حد بعيد الحشد الشعبي في العراق وحزب الله في لبنان.

كما أؤكد دائماً، أن فكرة دمج الميليشيات مع الجيش الوطني فكرة شاذة… https://t.co/VuRJaiTA5a",https://www.twitter.com/user/status/1647343342265532416,11,138,27407,1,14,1,31.2,Report 1-3,2023-04-15,20:57:13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1647343342265532416
ود الدويم السابع حجر,@My___RRR,2023-06-27 23:23:58,@SElareifi السؤال المفروض هل هم قادرين على حمل السلاح كما ورد في بيان البرهان ؟ لأنو هو ما فرض حمل السلاح على شخص معين و التجنيد إختياري و في الإختياري بس القادرين على حمل السلاح,https://www.twitter.com/user/status/1673834584771837953,0,0,167,0,0,0,0.07,Report 2-1,2023-06-27,23:23:58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1673834584771837953
Eng. man,@Engman555178,2023-06-27 22:10:42,"@OmerGibril الدعم السريع يوزع للشعب في الأضاحي. والبرهان الكلب الجبان عاوز الشعب يحمل السلاح.
شتان مابين الزول الهمه على المواطن والزول العاوز يقتل المواطن
الكيزان رأس الفتنه حسبي الله ونعم الوكيل فيهم",https://www.twitter.com/user/status/1673816147592921088,0,1,39,0,0,0,0.95,Report 2-1,2023-06-27,22:10:42,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1673816147592921088
War#devil,@johnnana812,2023-10-31 06:51:36,"لو الكلام دا صحيح معناها حيفصلوا دارفور، و للآن مافي امداد وصل لطرد الميليشيات من نيالا...و المليشيا مستمرة في التوسع
التفاوض فشل بجدارة.
و الأسوأ هو غياب الرّد من قيادة الجيش تجاه غدر الميليشيا
#لاتفاوض
#حسم_المعركة
#القضاء_علي_الجنجويد
#القضاء_علي_القحاطة
#القضاء_علي_الخونة https://t.co/01OOvUwjy1",https://www.twitter.com/user/status/1719245720492879939,0,2,679,1,0,0,0.22,Report 4-1,2023-10-31,06:51:36,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1719245720492879939
wad anwar,@Tharar16,2023-10-31 13:42:41,المنتظر إنتصار الجنجا على الجيش ينتظر ظهور عيسى,https://www.twitter.com/user/status/1719349173210759203,6,57,1871,2,3,0,13.99,Report 4,2023-10-31,13:42:41,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1719349173210759203
RAYYAN,@RoonaRooni,2023-06-29 18:02:53,@Sudanesearmy1 عشان الجيش كان بجند في رحمو (الدعم السريع ) مافاضي لروحو 😢,https://www.twitter.com/user/status/1674478559333695491,0,17,1039,0,2,0,2.83,Report 2,2023-06-29,18:02:53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1674478559333695491
د/كمال الشريف,@kamalshref,2023-10-31 18:34:52,"#وادي_سيدنا_قبل_قليل
البرهان يتجول فيها الان https://t.co/9ExtFk9qDw",https://www.twitter.com/user/status/1719422702719570208,11,133,27941,13,21,4,496.64,Report 4-3,2023-10-31,18:34:52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1719422702719570208
ضل الضحى,@AKdrabi,2023-06-29 20:24:37,"@Yassir_Arman تحقيق شنو يا باطل
الموضوع واضح
اتهم الدعم السريع و بطل بطاله",https://www.twitter.com/user/status/1674514228621787136,0,0,92,0,0,0,0.01,Report 2,2023-06-29,20:24:37,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674514228621787136
عبدالرحمن البشير,@abdrhmanBshir,2023-12-30 23:09:09,@bashar_tekezoo كزاب ومنافق  الدعم السريع نهب وسرق واغتصب وحسبنا الله ونعم الوكيل فيك لانه كلامك غير حقيقي خليك راجل وسوداني اصيل واتكلم عن الحق الله يعلنك ويلعن الدعم السريع,https://www.twitter.com/user/status/1741235002740789440,0,0,33,0,0,0,4.5,Report 5-3,2023-12-30,23:09:09,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1741235002740789440
Ali Ahmed,@SudanAli77,2023-08-31 06:38:00,@toonySunflower الابيض مسيطر عليها الجيش اصلا بس ديل ربنا يحلهم عننا وعن بلدنا,https://www.twitter.com/user/status/1697136636985762293,0,0,15,0,0,0,0.34,Report 3,2023-08-31,06:38:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1697136636985762293
Salah bakr,@salahmohamed972,2023-06-29 21:08:54,"@NANA06782918 انهرضه اضرب معسكر مليشيا الدعم السريع على حدود ليبيا 
وبعد ثلاث ايام السودان هاتعلن انها ضربتها😂 https://t.co/lH1TvBHdEt",https://www.twitter.com/user/status/1674525370748379139,0,0,35,0,0,0,0.15,Report 2,2023-06-29,21:08:54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1674525370748379139
⚔The Only⚔,@Fighter2030X,2023-04-15 16:29:53,"@HossamAlGhamry بيقوللك قاعدة عسكرية شوية المطبلتية و اللجان، لكن لو الظابط ابو ٥٠٪ شغل البلغه و فكر كان عرف إن مطار ""مروي"" #مدني و ليس #عسكرى بدليل وجود طائرات مدنية منها طائرة #سعودية تتضررت. الناس شمتانه ف #الجيش عشان ساب #نهر_النيل يروح و معملش غير مسلسلات و كحك و كافيهات. #سد_النهضة https://t.co/ucR5wjGGuk",https://www.twitter.com/user/status/1647276066661187604,0,1,111,0,0,0,2.03,Report 1-1,2023-04-15,16:29:53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,9.0,1647276066661187604
محمد,@hmdalh91354590,2023-06-28 17:37:25,@NabeilShakoor بعدين يا قنيط ليه لمن أبناء البلد  اعتصموا عند القياده مطالبين الديموقراطيه حميدتي اغتصبهم وربطهم بحجر وراهم في النيل,https://www.twitter.com/user/status/1674109761464279041,0,0,7,0,0,0,0.0,Report 2-1,2023-06-28,17:37:25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1674109761464279041
AA,@Anaamna97,2023-04-15 14:31:00,"@MOH56476 @HkZuk خايب عشان وصل البلد للمرحلة دي
قبل أيام بيطبلوا لبعض هو والجنجويدي داك وأداهم صلاحيات، ودخلوا العاصمة عششوا فيها على مرأى ومسمع من الجيش ومن الخايب دا، يادوب ادرك انهم مرتزقة  وحيخربوا البلد؟",https://www.twitter.com/user/status/1647246145729486849,0,0,165,0,0,0,1.81,Report 1-2,2023-04-15,14:31:00,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1647246145729486849
ماندرين,@ifxittitime,2023-10-30 18:48:31,@Gelnari @liplop_30 يعني مثلا هم شاريين اسم البراند ؟ لا ،يعني ولو مشيناها وصدقنا هالكلام برضه نقاطع على الأقل تكون وسيلة ضغط على الشركة الأم تتفاهم مع الوكيل الزفت ذا مايدعم الجيش الاسرائيلي بهذا الشكل الفاضح..,https://www.twitter.com/user/status/1719063750815207496,0,0,276,0,3,0,0.1,Report 4-1,2023-10-30,18:48:31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1719063750815207496
O,@O6920802,2023-12-29 11:30:22,"@afyy1x البشر ديل ما عندهم دين من زمن مجزرة الأبيض قنعت منهم ما عارف استمرو في الحكم مع الجيش عادي بعدها كيف 
في بني آدم عاقل بيستخدم رشاش مضاد طائرات ضد طلاب مدارس؟",https://www.twitter.com/user/status/1740696760178090311,0,1,108,0,1,0,0.03,Report 5-1,2023-12-29,11:30:22,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1740696760178090311
الجزيرة - عاجل,@AJABreaking,2023-04-15 19:54:31,عاجل | الخارجية السودانية: عناصر من قوات الدعم السريع المتمردة توغلت داخل مطار #الخرطوم الدولي صباح اليوم وهاجمته,https://www.twitter.com/user/status/1647327564455718914,6,55,39177,1,1,3,4905.65,Report 1,2023-04-15,19:54:31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1647327564455718914
AfroHodler 🇸🇩,@AfroHodler,2023-08-29 19:57:19,"حمدتي مات ... بل بل بل
عبدالرحيم اخوه شرد ... بل بل بل
البرهان مرق مصر ... بل بل بل
كباشي قال ما عندي لجام ... بل بل بل
الجنجنا بقى ليهم بمبي ... بل بل بل
الانصرافي قطع زلط ... بل بل بل 
البيتكوين سعرو قام ... بل بل بل",https://www.twitter.com/user/status/1696613017822110057,0,0,113,0,0,0,0.39,Report 3-1,2023-08-29,19:57:19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1696613017822110057
الحياةُ نصرٌ,@abokhaled7997,2023-04-15 23:41:29,@AyatIdrissa @hanaelmeen1 حميدتي هو حفتر السودان,https://www.twitter.com/user/status/1647384680268800003,0,0,507,0,0,1,0.05,Report 1-3,2023-04-15,23:41:29,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8.0,1647384680268800003
